Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission
Lexus,CT Series,2011,Hatchback,219000.0,1800.0,Hybrid,Automatic
Volkswagen,Touran,2005,Universal,300000.0,1900.0,Diesel,Manual
Volkswagen,Golf,2010,Hatchback,200000.0,1400.0,Petrol,Automatic
BMW,5 Series,2014,Sedan,114000.0,1997.0,Petrol,Automatic
Dacia,Duster,2010,SUV,65000.0,1600.0,Petrol,Manual
Volvo,XC60,2017,Crossover,138500.0,2000.0,Diesel,Automatic
Mercedes,E Class,2004,Sedan,330120.0,2200.0,Diesel,Manual
Mercedes,Vito,1997,Minivan,333290.0,2298.0,Diesel,Manual
Renault,Megane,2005,Minivan,180000.0,1500.0,Diesel,Manual
Skoda,Superb,2007,Sedan,256000.0,2500.0,Diesel,Automatic
Skoda,Octavia,2014,Sedan,56000.0,1400.0,Petrol,Manual
Opel,Vectra,2000,Universal,324840.0,1796.0,Petrol,Manual
Toyota,Corolla Verso,2006,Minivan,204300.0,1800.0,Petrol,Manual
Skoda,Fabia,2006,Universal,280000.0,1400.0,Diesel,Manual
Ford,Fusion,2016,Sedan,54600.0,2500.0,Hybrid,Automatic
Lexus,GS Series,2007,Sedan,180000.0,3000.0,Petrol,Automatic
Nissan,Murano,2006,Crossover,160000.0,3498.0,Petrol,Automatic
BMW,5 Series,2001,Sedan,273217.0,2500.0,Diesel,Automatic
BMW,5 Series,2012,Sedan,175000.0,2000.0,Petrol,Automatic
Hyundai,Tucson,2016,Crossover,36000.0,1600.0,Petrol,Automatic
Lexus,RX Series,2015,Crossover,61768.0,3500.0,Hybrid,Automatic
Opel,Meriva,2009,Hatchback,219500.0,1248.0,Diesel,Manual
Chevrolet,Aveo,2006,Sedan,253949.0,1400.0,Metan/Propan,Manual
KIA,Ceed Sw,2015,Universal,174500.0,1396.0,Diesel,Manual
Honda,Civic,2001,Hatchback,2700.0,1400.0,Petrol,Manual
Skoda,Fabia,2010,Universal,211000.0,1200.0,Diesel,Manual
Mercedes,E Class,1994,Sedan,280000.0,2000.0,Metan/Propan,Manual
Volkswagen,Vento,1994,Sedan,12700.0,1800.0,Metan/Propan,Manual
Skoda,Superb,2004,Sedan,325000.0,1995.0,Metan/Propan,Manual
Subaru,Forester,2010,SUV,180000.0,2000.0,Metan/Propan,Automatic
Opel,Astra,1995,Universal,220000.0,1700.0,Diesel,Manual
Volkswagen,Golf,2006,Hatchback,59000.0,1600.0,Petrol,Manual
Renault,Megane,2016,Universal,82000.0,1500.0,Diesel,Manual
Vaz,2121niva,2007,SUV,105000.0,1690.0,Petrol,Manual
Opel,Astra,2013,Universal,148000.0,1400.0,Metan/Propan,Manual
Toyota,Solara,2004,Coupe,280000.0,2400.0,Metan/Propan,Automatic
Opel,Astra,2008,Hatchback,227000.0,1300.0,Diesel,Manual
Volkswagen,Passat,2011,Sedan,125000.0,1400.0,Petrol,Manual
Renault,Scenic,2005,Hatchback,168000.0,1600.0,Metan/Propan,Automatic
Nissan,Qashqai+2,2010,Crossover,170000.0,1500.0,Diesel,Manual
Audi,Q7,2008,Crossover,173111.0,3000.0,Diesel,Automatic
Mercedes,E Class,2008,Sedan,200000.0,2200.0,Diesel,Automatic
Skoda,Fabia,2015,Universal,171000.0,1400.0,Diesel,Manual
Mercedes,B Class,2009,Universal,123000.0,2000.0,Diesel,Automatic
Volkswagen,Golf,2016,Hatchback,120000.0,1600.0,Diesel,Manual
KIA,Sportage,2020,SUV,30000.0,1600.0,Petrol,Automatic
Honda,Accord,2005,Hatchback,1234.0,2200.0,Diesel,Manual
Skoda,Superb,2016,Sedan,182000.0,1600.0,Diesel,Automatic
Skoda,Rapid,2017,Universal,185362.0,1400.0,Diesel,Manual
Skoda,Superb,2002,Sedan,357000.0,1800.0,Metan/Propan,Manual
Nissan,Qashqai,2012,SUV,155790.0,1500.0,Diesel,Manual
Renault,Scenic,2004,Minivan,250000.0,1500.0,Diesel,Manual
Dacia,Logan,2014,Sedan,159000.0,1200.0,Petrol,Manual
Lexus,RX Series,2001,Crossover,193000.0,3000.0,Metan/Propan,Automatic
Mercedes,Viano,2006,Microvan,235000.0,2200.0,Diesel,Manual
GAZ,3110,1998,Sedan,200000.0,2400.0,Petrol,Manual
Lexus,RX Series,2012,SUV,181000.0,3500.0,Hybrid,Automatic
Ford,C-Max,2013,Universal,174000.0,2000.0,Hybrid,Automatic
Opel,Astra,2007,Minivan,300000.0,1300.0,Diesel,Manual
Audi,A6,1999,Sedan,340000.0,2500.0,Diesel,Automatic
Ford,Galaxy,2000,Minivan,357000.0,200.0,Petrol,Manual
Renault,Megane,2011,Hatchback,120000.0,1500.0,Diesel,Manual
Hyundai,Sonata,2017,Sedan,160000.0,2000.0,Metan/Propan,Automatic
Nissan,Qashqai,2008,Crossover,199000.0,1500.0,Diesel,Manual
Citroen,C3,2003,Hatchback,200000.0,1100.0,Petrol,Manual
Volkswagen,Golf,2015,Hatchback,188370.0,1400.0,Plug-in Hybrid,Automatic
Volkswagen,Golf,1999,Hatchback,217000.0,1400.0,Petrol,Manual
Skoda,Fabia,2010,Universal,170000.0,1200.0,Diesel,Manual
Audi,80,1992,Sedan,196700.0,200.0,Metan/Propan,Manual
Skoda,Octavia,2006,Hatchback,268000.0,1600.0,Metan/Propan,Manual
Skoda,Superb,2016,Sedan,215000.0,1968.0,Diesel,Automatic
BMW,5 Series,2003,Sedan,263518.0,2200.0,Petrol,Manual
Audi,Q7,2009,Crossover,12000.0,3000.0,Diesel,Automatic
Mitsubishi,Outlander,2013,Crossover,205000.0,2000.0,Plug-in Hybrid,Automatic
Opel,Astra,2003,Hatchback,1111.0,1600.0,Petrol,Manual
Skoda,Rapid,2015,Sedan,92131.0,1422.0,Diesel,Manual
Toyota,Rav 4,2008,Crossover,77000.0,2400.0,Petrol,Automatic
Renault,Scenic,2012,Minivan,185000.0,1500.0,Diesel,Manual
Renault,Scenic,2014,Minivan,152000.0,1500.0,Diesel,Manual
Renault,Megane,2015,Universal,199000.0,1500.0,Diesel,Manual
Mercedes,E Class,2003,Sedan,372045.0,2700.0,Diesel,Automatic
Mercedes,Series (W124),1991,Sedan,293702.0,2000.0,Metan/Propan,Manual
Dacia,Dokker,2018,Combi,38185.0,1500.0,Diesel,Manual
Toyota,Avensis,2012,Sedan,178000.0,2200.0,Diesel,Automatic
Audi,A5,2015,Coupe,180000.0,2000.0,Petrol,Automatic
Renault,Megane,2016,Hatchback,173523.0,1500.0,Diesel,Manual
Audi,A6,2006,Universal,280000.0,2700.0,Diesel,Automatic
Mercedes,C Class,2015,Sedan,180000.0,2200.0,Diesel,Automatic
Mercedes,E Class,2006,Sedan,350000.0,3000.0,Diesel,Automatic
Volkswagen,Multivan,2015,Minivan,195000.0,2000.0,Diesel,Automatic
Mercedes,Vito,2010,Minivan,115000.0,2200.0,Diesel,Manual
Toyota,Auris,2010,Hatchback,140000.0,1800.0,Hybrid,Automatic
Skoda,Octavia,2012,Universal,181207.0,1390.0,Petrol,Automatic
Ford,Focus,2013,Hatchback,64800.0,999.0,Petrol,Manual
Opel,Astra,2011,Universal,213548.0,1300.0,Diesel,Manual
Honda,Accord,2006,Sedan,11111.0,1980.0,Petrol,Manual
Volkswagen,Caddy,2007,Microvan,180000.0,2000.0,Metan/Propan,Manual
Mitsubishi,Outlander,2016,SUV,186000.0,2000.0,Plug-in Hybrid,Automatic
Toyota,Rav 4,2008,SUV,200000.0,2200.0,Diesel,Automatic
Skoda,Fabia,2004,Universal,199000.0,1400.0,Petrol,Manual
Skoda,Roomster,2008,Universal,229000.0,1400.0,Metan/Propan,Manual
Mitsubishi,Outlander,2016,SUV,147000.0,2268.0,Diesel,Automatic
Honda,Accord,1994,Sedan,300000.0,2000.0,Metan/Propan,Manual
Volvo,XC70,2014,Universal,153000.0,2400.0,Diesel,Automatic
Volkswagen,Tiguan,2015,SUV,47000.0,2000.0,Petrol,Automatic
Toyota,Rav 4,2012,SUV,86000.0,2231.0,Diesel,Manual
Opel,Astra,2005,Universal,121000.0,1700.0,Diesel,Manual
Mercedes,Vito,2011,Minivan,23000.0,200.0,Diesel,Manual
Volkswagen,Passat,2005,Universal,185546.0,1900.0,Diesel,Manual
Opel,Astra,2004,Universal,32000.0,2000.0,Diesel,Manual
Volkswagen,Passat,1995,Sedan,452354.0,1800.0,Metan/Propan,Manual
GAZ,2410,1987,Sedan,73000.0,2500.0,Petrol,Manual
Volkswagen,Passat,2007,Sedan,248000.0,1896.0,Diesel,Manual
Lincoln,MKZ,2017,Sedan,43000.0,2000.0,Petrol,Automatic
BMW,X3,2005,Crossover,21657.0,2000.0,Diesel,Manual
Vaz,2108,1996,Hatchback,87000.0,1500.0,Petrol,Manual
Honda,CR-V,2017,Crossover,93349.0,1500.0,Petrol,Automatic
Volkswagen,Caddy,2012,Universal,252000.0,1600.0,Diesel,Manual
Audi,Q5,2015,Crossover,164855.0,2000.0,Diesel,Automatic
Dacia,Logan,2006,Sedan,120000.0,1400.0,Petrol,Manual
Audi,100,1993,Sedan,385000.0,2000.0,Petrol,Manual
Volkswagen,Passat,2011,Universal,244000.0,1600.0,Diesel,Manual
Audi,Q5,2013,Crossover,230000.0,2000.0,Petrol,Automatic
Lexus,GS Series,2007,Sedan,170000.0,3000.0,Petrol,Automatic
Toyota,Auris,2013,Hatchback,202827.0,1400.0,Diesel,Manual
Toyota,Rav 4,2003,Crossover,146000.0,2000.0,Petrol,Manual
Rare,Breez,2008,Sedan,37000.0,1300.0,Petrol,Manual
BMW,X6,2010,SUV,271000.0,3000.0,Diesel,Automatic
Toyota,Camry,2015,Sedan,93400.0,2494.0,Hybrid,Automatic
KIA,Ceed,2008,Hatchback,238000.0,1400.0,Petrol,Manual
BMW,X2,2020,Crossover,21258.0,1997.0,Petrol,Automatic
Renault,Kadjar,2018,Crossover,118000.0,1500.0,Diesel,Automatic
BMW,5 GT,2010,Universal,277000.0,3000.0,Diesel,Automatic
BMW,X5,2005,SUV,250000.0,3000.0,Metan/Propan,Automatic
Volkswagen,Scirocco,2011,Coupe,165441.0,1400.0,Petrol,Manual
Renault,Scenic,2005,Minivan,300000.0,1500.0,Diesel,Manual
Citroen,DS5,2013,Crossover,206278.0,2000.0,Hybrid,Manual
Dacia,Sandero,2006,Hatchback,15000.0,1500.0,Petrol,Manual
Renault,ZOE,2020,Hatchback,9000.0,0.0,Electric,Automatic
Honda,CR-V,2000,SUV,123000.0,2000.0,Petrol,Manual
Volkswagen,Golf,2007,Hatchback,148000.0,1400.0,Petrol,Automatic
Honda,CR-V,2008,Crossover,237000.0,2000.0,Metan/Propan,Automatic
Hyundai,Sonata,2015,Sedan,40000.0,2000.0,Metan/Propan,Automatic
Skoda,Roomster,2007,Universal,220000.0,1400.0,Diesel,Manual
Renault,Megane,2010,Universal,250000.0,1461.0,Diesel,Automatic
Nissan,Leaf,2012,Hatchback,172860.0,0.0,Electric,Automatic
Mercedes,E Class,2008,Sedan,260000.0,320.0,Diesel,Automatic
BMW,3 Series,2007,Sedan,174000.0,2000.0,Diesel,Manual
Mercedes,GLK Class,2014,Crossover,258000.0,2200.0,Diesel,Manual
BMW,5 Series,2005,Sedan,330000.0,2500.0,Diesel,Automatic
Dacia,Logan,2008,Universal,231127.0,1400.0,Metan/Propan,Manual
Audi,A8,1998,Sedan,300000.0,2500.0,Diesel,Automatic
Ford,Fusion,2004,Hatchback,277000.0,1400.0,Diesel,Manual
Toyota,Auris,2010,Hatchback,207000.0,1400.0,Diesel,Manual
Mercedes,GLC,2019,Crossover,26000.0,2000.0,Petrol,Automatic
BMW,3 Series,2017,Sedan,68000.0,1998.0,Petrol,Automatic
Skoda,Fabia RS,2011,Hatchback,98000.0,1400.0,Petrol,Automatic
Volkswagen,Passat CC,2011,Sedan,194000.0,2000.0,Petrol,Automatic
Audi,A6,1997,Sedan,400000.0,2369.0,Metan/Propan,Manual
Opel,Corsa,2011,Pickup,150000.0,1293.0,Diesel,Manual
BMW,X5,2004,SUV,220000.0,3000.0,Metan/Propan,Automatic
Toyota,Verso,2013,Minivan,170000.0,1800.0,Petrol,Automatic
Hyundai,Getz,2004,Hatchback,107000.0,1100.0,Petrol,Manual
Fiat,Marea,1999,Minivan,370000.0,1900.0,Diesel,Manual
Dacia,Logan,2014,Sedan,195000.0,1200.0,Metan/Propan,Manual
Audi,A6,1996,Sedan,220755.0,2000.0,Petrol,Manual
Mini,One,2004,Coupe,300000.0,1400.0,Diesel,Manual
Volkswagen,Golf,2015,Hatchback,137559.0,1400.0,Plug-in Hybrid,Automatic
Hyundai,Sonata,2012,Sedan,210600.0,1999.0,Hybrid,Automatic
Citroen,C-Elysee,2015,Sedan,50000.0,1400.0,Petrol,Manual
Vaz,2121niva,1995,Minivan,33333.0,1600.0,Petrol,Manual
Dacia,Duster,2010,Crossover,164230.0,1500.0,Diesel,Manual
Skoda,Fabia,2013,Hatchback,138126.0,1200.0,Metan/Propan,Manual
Dacia,Logan,2007,Universal,331000.0,1500.0,Diesel,Manual
Nissan,Pathfinder,2008,Universal,220000.0,2500.0,Diesel,Manual
Lexus,GS Series,2016,Sedan,62000.0,1999.0,Petrol,Automatic
Volkswagen,Jetta,2019,Sedan,41129.0,1400.0,Petrol,Automatic
Mercedes,GLK Class,2009,Crossover,187000.0,2200.0,Diesel,Automatic
Mercedes,E Class,2003,Sedan,350000.0,2200.0,Diesel,Automatic
Nissan,Qashqai+2,2012,Minivan,187000.0,1500.0,Diesel,Manual
BMW,7 Series,2003,Sedan,300000.0,4000.0,Diesel,Automatic
Toyota,Avensis,2008,Universal,350000.0,2000.0,Diesel,Manual
Opel,Astra,1995,Universal,218000.0,1400.0,Petrol,Manual
Toyota,Prius,2008,Crossover,177000.0,1500.0,Petrol,Automatic
Mercedes,E Class,2015,Sedan,261500.0,2500.0,Hybrid,Automatic
Nissan,Leaf,2012,Hatchback,89000.0,1445.0,Electric,Automatic
Volkswagen,Passat,1996,Minivan,330254.0,1896.0,Diesel,Manual
Dacia,Logan,2011,Sedan,284600.0,1600.0,Metan/Propan,Manual
Ford,Galaxy,1999,Minivan,300000.0,1999.0,Metan/Propan,Manual
Volvo,XC60,2014,Crossover,104123.0,2000.0,Diesel,Automatic
Skoda,Felicia,1996,Universal,210000.0,1300.0,Petrol,Manual
Skoda,Fabia,2017,Hatchback,27916.0,999.0,Petrol,Manual
Toyota,Corolla,2004,Universal,100000.0,1400.0,Diesel,Manual
Skoda,Fabia,2012,Hatchback,157000.0,1200.0,Petrol,Manual
Mercedes,Vito,1997,Minivan,450250.0,2299.0,Diesel,Manual
Renault,Megane,2013,Universal,185000.0,1500.0,Diesel,Manual
Hyundai,Sonata,2006,Sedan,290876.0,2000.0,Diesel,Automatic
Dacia,Logan Mcv,2016,Sedan,40000.0,1500.0,Diesel,Manual
BMW,5 Series,1993,Sedan,270000.0,2000.0,Petrol,Manual
Mercedes,E Class,1998,Sedan,200000.0,2000.0,Diesel,Manual
Audi,A4,2010,Universal,203650.0,1795.0,Petrol,Manual
Honda,Accord,2001,Sedan,189000.0,2000.0,Petrol,Manual
Volkswagen,Golf,2008,Universal,221000.0,1400.0,Petrol,Manual
Mazda,626,1993,Sedan,123456.0,1800.0,Petrol,Manual
Ford,Tourneo Connect,2019,Universal,94400.0,1499.0,Diesel,Manual
Nissan,Navara,2008,Pickup,220000.0,2500.0,Diesel,Manual
Audi,A8,2007,Sedan,300000.0,4200.0,Diesel,Automatic
Volkswagen,Jetta,2017,Sedan,79000.0,1400.0,Petrol,Automatic
Hyundai,Getz,2004,Hatchback,200000.0,1500.0,Diesel,Manual
Citroen,C3,2007,Hatchback,230000.0,1400.0,Diesel,Manual
Volkswagen,Touareg,2006,Crossover,240345.0,2500.0,Diesel,Automatic
Renault,Talisman,2016,Universal,140000.0,1500.0,Diesel,Automatic
Skoda,Superb,2013,Sedan,105000.0,1400.0,Petrol,Manual
Toyota,Auris,2014,Universal,155000.0,1800.0,Hybrid,Automatic
Volkswagen,Passat,2011,Universal,240000.0,2000.0,Diesel,Manual
Audi,Q7,2008,SUV,220000.0,3000.0,Diesel,Automatic
Nissan,X-Trail,2003,Sedan,340000.0,2200.0,Diesel,Manual
Mitsubishi,Outlander,2013,Crossover,232852.0,2000.0,Plug-in Hybrid,Automatic
Audi,A4,2016,Universal,195200.0,2000.0,Diesel,Manual
Mercedes,C Class,2017,Sedan,62700.0,2200.0,Diesel,Manual
Audi,A6,2002,Universal,330000.0,2500.0,Diesel,Automatic
Renault,Megane,2010,Universal,220480.0,1500.0,Diesel,Manual
Volkswagen,Jetta,2013,Sedan,185000.0,1400.0,Hybrid,Automatic
KIA,Carnival,2015,Minivan,133000.0,2199.0,Diesel,Automatic
Toyota,Highlander,2015,Crossover,90000.0,2700.0,Petrol,Automatic
Vaz,2107,2007,Sedan,135865.0,1400.0,Petrol,Manual
Ford,Fiesta 5D,2006,Hatchback,200000.0,1400.0,Diesel,Manual
Mercedes,GLE,2015,Crossover,178288.0,2200.0,Diesel,Automatic
Audi,Q5,2013,Crossover,49500.0,2000.0,Hybrid,Automatic
Renault,Clio,2010,Universal,195000.0,1500.0,Diesel,Manual
Volkswagen,Golf,1999,Coupe,346012.0,1400.0,Petrol,Manual
Mercedes,C Class,1996,Sedan,123456.0,1800.0,Petrol,Manual
Toyota,Rav 4,2005,Crossover,222111.0,2000.0,Petrol,Automatic
Nissan,Leaf,2014,Hatchback,116000.0,0.0,Electric,Automatic
Mercedes,CLK Class,2003,Coupe,220000.0,1800.0,Petrol,Manual
BMW,5 Series,1994,Sedan,248300.0,2000.0,Petrol,Manual
Toyota,Corolla,2006,Universal,270000.0,1400.0,Diesel,Manual
Volkswagen,Passat,1994,Universal,451547.0,1900.0,Diesel,Manual
Mercedes,Series (W123),1989,Sedan,50000.0,3000.0,Diesel,Manual
Opel,Astra,2012,Hatchback,190000.0,1300.0,Diesel,Manual
Jaguar,F-PACE,2017,Crossover,38830.0,1999.0,Diesel,Automatic
Volvo,800 Series,1996,Sedan,310000.0,1700.0,Petrol,Manual
Opel,Astra,2006,Universal,340000.0,1300.0,Diesel,Manual
Ford,Fusion,2013,Sedan,114000.0,2500.0,Petrol,Automatic
Opel,Meriva,2007,Minivan,225000.0,1300.0,Diesel,Manual
Citroen,C4,2006,Coupe,252222.0,2000.0,Petrol,Manual
Mercedes,S Class,2011,Sedan,180000.0,3000.0,Diesel,Automatic
Ford,Focus,1999,Universal,230000.0,1800.0,Diesel,Manual
Volkswagen,Touran,2008,Minivan,232000.0,1400.0,Petrol,Automatic
Toyota,Avensis,2010,Universal,237421.0,2000.0,Diesel,Manual
Renault,Clio Symbol,2010,Sedan,141000.0,1200.0,Petrol,Manual
Renault,Laguna,2011,Universal,196000.0,1461.0,Diesel,Manual
Volkswagen,Passat,2010,Universal,191000.0,1400.0,Petrol,Manual
BMW,5 Series,2012,Sedan,126119.0,2000.0,Petrol,Automatic
Lexus,IS Series,2016,Sedan,178000.0,2500.0,Hybrid,Automatic
Nissan,Almera,2003,Sedan,195000.0,1500.0,Petrol,Manual
Volkswagen,Caddy,2003,Crossover,33333.0,1900.0,Metan/Propan,Automatic
Mercedes,E Class,2007,Sedan,323000.0,2200.0,Diesel,Automatic
Toyota,Auris,2016,Universal,120000.0,1600.0,Diesel,Manual
Volkswagen,Tiguan,2019,Sedan,33000.0,2000.0,Petrol,Automatic
Mitsubishi,Outlander,2007,Crossover,247000.0,2400.0,Metan/Propan,Manual
Nissan,Qashqai,2017,Crossover,163000.0,1500.0,Diesel,Manual
Renault,Scenic,2010,Minivan,110000.0,1400.0,Petrol,Manual
Chevrolet,Captiva,2011,Crossover,97000.0,2400.0,Petrol,Automatic
Nissan,Qashqai,2016,Crossover,149000.0,1461.0,Diesel,Manual
Hyundai,Matrix,2003,Universal,250000.0,1800.0,Metan/Propan,Manual
Toyota,Prius,2010,Universal,190000.0,1800.0,Hybrid,Automatic
Toyota,Auris,2014,Universal,196000.0,1400.0,Diesel,Manual
Opel,Astra,2012,Hatchback,78000.0,1400.0,Petrol,Manual
Hyundai,Tucson,2015,Crossover,174445.0,1995.0,Diesel,Automatic
Mazda,323,1998,Hatchback,320000.0,1500.0,Metan/Propan,Manual
Renault,Megane,2010,Universal,250000.0,1500.0,Diesel,Manual
Volkswagen,Golf,2008,Hatchback,194000.0,1400.0,Petrol,Manual
Volkswagen,Golf,2010,Hatchback,225550.0,2000.0,Petrol,Automatic
Hyundai,Tucson,2017,Crossover,159225.0,1685.0,Diesel,Automatic
Honda,Civic,2004,Hatchback,200000.0,1600.0,Petrol,Manual
Toyota,Yaris,2018,Hatchback,28000.0,1000.0,Petrol,Manual
Renault,Laguna,2012,Hatchback,214450.0,1450.0,Diesel,Manual
BMW,3 Series,2003,Universal,381000.0,2000.0,Diesel,Manual
Volkswagen,Passat,2003,Universal,248000.0,1781.0,Petrol,Manual
Mercedes,Vito,2005,Minivan,389867.0,2200.0,Diesel,Manual
Skoda,Octavia,2014,Universal,170000.0,1600.0,Diesel,Automatic
BMW,X3,2008,Crossover,188256.0,2000.0,Diesel,Manual
Skoda,Fabia,2012,Minivan,177577.0,1200.0,Diesel,Manual
Volkswagen,Golf,2004,Universal,294878.0,1900.0,Diesel,Automatic
Toyota,Auris,2014,Universal,201000.0,1798.0,Hybrid,Automatic
Toyota,Avensis,2008,Sedan,185000.0,2000.0,Diesel,Manual
Nissan,Qashqai,2014,Crossover,180000.0,1600.0,Diesel,Automatic
Hyundai,Tucson,2017,Crossover,38331.0,1600.0,Petrol,Automatic
Hyundai,i40,2012,Universal,157700.0,1999.0,Petrol,Automatic
Ford,Mondeo,2017,Hatchback,128640.0,2000.0,Hybrid,Automatic
Volkswagen,Touran,2011,Universal,257873.0,1400.0,Metan/Propan,Automatic
Volvo,XC60,2010,Crossover,264000.0,2400.0,Diesel,Automatic
BMW,X5,2015,SUV,162000.0,2000.0,Plug-in Hybrid,Automatic
Renault,Kangoo,2017,Combi,175000.0,1500.0,Diesel,Manual
Ford,Fusion,2013,Sedan,200000.0,2000.0,Plug-in Hybrid,Automatic
Rover,600 Series,1996,Sedan,294000.0,1997.0,Metan/Propan,Manual
Ford,Fusion,2016,Sedan,142093.0,2000.0,Hybrid,Automatic
Opel,Vectra,1997,Universal,358000.0,2000.0,Metan/Propan,Automatic
BMW,X6,2009,Crossover,230849.0,2993.0,Diesel,Automatic
Citroen,Berlingo,2003,Minivan,350000.0,1900.0,Diesel,Manual
Hyundai,Santa FE,2013,Crossover,157000.0,2200.0,Diesel,Automatic
Toyota,Auris,2011,Hatchback,170000.0,1400.0,Diesel,Manual
Mercedes,GL Class,2015,Crossover,60000.0,3000.0,Diesel,Automatic
Volkswagen,Golf,2008,Hatchback,206000.0,1400.0,Petrol,Automatic
Mazda,Xedos,1995,Sedan,350000.0,1600.0,Petrol,Manual
Land Rover,Freelander,2005,SUV,135000.0,1800.0,Petrol,Automatic
Opel,Agila,2010,Hatchback,190000.0,1300.0,Petrol,Automatic
Skoda,Octavia,2007,Universal,260000.0,1600.0,Metan/Propan,Manual
Dacia,Logan,2008,Sedan,216000.0,1500.0,Diesel,Manual
Mercedes,E Class,2014,Sedan,130000.0,2500.0,Hybrid,Automatic
BMW,3 Series,2012,Sedan,15000.0,2000.0,Diesel,Manual
Opel,Corsa,2012,Hatchback,189000.0,1300.0,Diesel,Manual
Dacia,Logan Van,2012,Universal,120000.0,1600.0,Petrol,Manual
Renault,Kadjar,2016,Crossover,158000.0,1500.0,Diesel,Automatic
KIA,Optima,2016,Sedan,136000.0,1700.0,Diesel,Automatic
Citroen,C3,2006,Hatchback,56000.0,1400.0,Petrol,Manual
Dacia,Duster,2014,Crossover,115806.0,1500.0,Diesel,Manual
Toyota,Prius,2012,Sedan,180000.0,1800.0,Hybrid,Automatic
Volkswagen,Bora,2001,Universal,308000.0,1900.0,Diesel,Manual
Opel,Zafira,1999,Minivan,330000.0,1600.0,Petrol,Manual
Renault,Grand Espace,2005,Minivan,271000.0,2200.0,Diesel,Manual
Renault,Espace,2002,Minivan,336000.0,2200.0,Diesel,Manual
Dacia,Sandero Stepway,2010,Hatchback,117000.0,1500.0,Diesel,Manual
Toyota,Prius c,2013,Hatchback,103000.0,1500.0,Hybrid,Automatic
Renault,Megane,2012,Universal,157000.0,1500.0,Diesel,Automatic
Lexus,CT Series,2014,Hatchback,60100.0,1800.0,Hybrid,Automatic
BMW,5 Series,2005,Sedan,234500.0,3000.0,Diesel,Automatic
Skoda,Fabia,2010,Universal,181000.0,1200.0,Diesel,Manual
Opel,Astra,1999,Universal,400000.0,1700.0,Diesel,Manual
Toyota,Prius,2012,Hatchback,179377.0,1800.0,Plug-in Hybrid,Automatic
Nissan,X-Trail,2015,SUV,124000.0,1600.0,Diesel,Automatic
Opel,Astra,2011,Universal,210000.0,1300.0,Diesel,Manual
Renault,Megane,2006,Universal,165000.0,1500.0,Diesel,Manual
Opel,Tigra,1999,Coupe,123459.0,1550.0,Petrol,Manual
Mercedes,S Class,2006,Sedan,315000.0,3500.0,Petrol,Automatic
Volkswagen,Eos,2007,Cabriolet,200000.0,2000.0,Petrol,Automatic
Opel,Ampera,2012,Hatchback,137000.0,1400.0,Plug-in Hybrid,Automatic
BMW,5 Series,2012,Sedan,251412.0,3000.0,Hybrid,Automatic
Ford,Mondeo,2015,Sedan,123000.0,1500.0,Petrol,Automatic
Mercedes,S Class,1992,Sedan,310000.0,3200.0,Metan/Propan,Manual
Mercedes,C Class,2010,Sedan,199000.0,1800.0,Petrol,Automatic
Dacia,Duster,2014,SUV,80000.0,1500.0,Diesel,Manual
Toyota,Auris,2014,Universal,134000.0,1400.0,Diesel,Manual
Renault,Megane,2010,Hatchback,210000.0,1500.0,Diesel,Manual
Mitsubishi,Outlander,2010,SUV,87000.0,2000.0,Petrol,Manual
Opel,Corsa,2011,Hatchback,149000.0,1300.0,Diesel,Manual
Ford,Fiesta,2000,Hatchback,217000.0,1246.0,Petrol,Manual
Dacia,Logan,2008,Sedan,220000.0,1400.0,Petrol,Manual
Nissan,Leaf,2013,Universal,59000.0,0.0,Electric,Automatic
BMW,3 Series,2000,Sedan,126456.0,2000.0,Petrol,Manual
Mitsubishi,Lancer,2010,Sedan,112000.0,2000.0,Petrol,Automatic
Lexus,IS Series,2007,Sedan,245100.0,2200.0,Diesel,Manual
Nissan,Qashqai,2014,Crossover,187000.0,1500.0,Diesel,Manual
Volkswagen,Polo,2014,Hatchback,169000.0,1422.0,Diesel,Manual
Renault,Grand Modus,2012,Minivan,175000.0,1500.0,Diesel,Manual
Vaz,2121niva,2008,SUV,87000.0,1700.0,Petrol,Manual
Toyota,Prius +,2016,Universal,56000.0,1800.0,Hybrid,Automatic
Toyota,Rav 4,2015,Crossover,186418.0,2200.0,Diesel,Automatic
Peugeot,207,2008,Hatchback,214000.0,1400.0,Diesel,Manual
Audi,A6,2004,Universal,200000.0,2500.0,Diesel,Automatic
Daewoo,Matiz,2006,Hatchback,130000.0,850.0,Petrol,Manual
Skoda,Superb,2016,Sedan,156000.0,2000.0,Diesel,Automatic
Mercedes,GLK Class,2012,Crossover,259000.0,2200.0,Diesel,Automatic
Daihatsu,Sirion,2006,Hatchback,111200.0,1300.0,Petrol,Manual
Toyota,Rav 4,2017,Crossover,48700.0,2500.0,Hybrid,Automatic
Opel,Vectra,2003,Hatchback,236120.0,1800.0,Petrol,Manual
Volkswagen,Sharan,2011,Universal,157000.0,1400.0,Petrol,Automatic
Volkswagen,Caddy,2017,Universal,135000.0,1395.0,Metan/Propan,Manual
Renault,Laguna,1996,Hatchback,135000.0,1800.0,Metan/Propan,Manual
Toyota,Auris,2013,Universal,200000.0,1400.0,Diesel,Manual
Skoda,Fabia,2011,Hatchback,77600.0,1400.0,Petrol,Automatic
